competencia,fecha,local,visitante
PRIMERA A,1,DEFENSORES DE AYACUCHO,Gimnasia y Esgrima
PRIMERA A,1,Deportivo Tandil,Ferrocarril Sud
PRIMERA A,1,Independiente,Santamarina
PRIMERA A,1,Juventud Unida,UNICEN
PRIMERA A,1,SARMIENTO (AYACUCHO),Juarense
PRIMERA A,1,Velense,ATLETICO AYACUCHO
PRIMERA A,2,DEFENSORES DE AYACUCHO,Juventud Unida
PRIMERA A,2,Deportivo Tandil,Gimnasia y Esgrima
PRIMERA A,2,Ferrocarril Sud,Independiente
PRIMERA A,2,Juarense,ATLETICO AYACUCHO
PRIMERA A,2,UNICEN,SARMIENTO (AYACUCHO)
PRIMERA A,2,Velense,Santamarina
PRIMERA A,3,ATLETICO AYACUCHO,Juventud Unida
PRIMERA A,3,Ferrocarril Sud,Gimnasia y Esgrima
PRIMERA A,3,Juarense,Independiente
PRIMERA A,3,Santamarina,SARMIENTO (AYACUCHO)
PRIMERA A,3,UNICEN,Deportivo Tandil
PRIMERA A,3,Velense,DEFENSORES DE AYACUCHO
PRIMERA A,4,Gimnasia y Esgrima,ATLETICO AYACUCHO
PRIMERA A,4,Independiente,Ferrocarril Sud
PRIMERA A,4,Juarense,Velense
PRIMERA A,4,SARMIENTO (AYACUCHO),Deportivo Tandil
PRIMERA A,4,Santamarina,DEFENSORES DE AYACUCHO
PRIMERA A,4,UNICEN,Juventud Unida
PRIMERA A,5,ATLETICO AYACUCHO,Ferrocarril Sud
PRIMERA A,5,Deportivo Tandil,Juventud Unida
PRIMERA A,5,Gimnasia y Esgrima,UNICEN
PRIMERA A,5,Independiente,Juarense
PRIMERA A,5,SARMIENTO (AYACUCHO),DEFENSORES DE AYACUCHO
PRIMERA A,5,Santamarina,Velense
PRIMERA A,6,Deportivo Tandil,Independiente
PRIMERA A,6,Ferrocarril Sud,UNICEN
PRIMERA A,6,Gimnasia y Esgrima,DEFENSORES DE AYACUCHO
PRIMERA A,6,SARMIENTO (AYACUCHO),ATLETICO AYACUCHO
PRIMERA A,6,Santamarina,Juventud Unida
PRIMERA A,6,Velense,Juarense
PRIMERA A,7,ATLETICO AYACUCHO,Gimnasia y Esgrima
PRIMERA A,7,Deportivo Tandil,DEFENSORES DE AYACUCHO
PRIMERA A,7,Ferrocarril Sud,Velense
PRIMERA A,7,Independiente,SARMIENTO (AYACUCHO)
PRIMERA A,7,Juventud Unida,Santamarina
PRIMERA A,7,UNICEN,Juarense
PRIMERA A,8,DEFENSORES DE AYACUCHO,Juarense
PRIMERA A,8,Deportivo Tandil,UNICEN
PRIMERA A,8,Ferrocarril Sud,ATLETICO AYACUCHO
PRIMERA A,8,SARMIENTO (AYACUCHO),Independiente
PRIMERA A,8,Santamarina,Gimnasia y Esgrima
PRIMERA A,8,Velense,Juventud Unida
PRIMERA A,9,ATLETICO AYACUCHO,Deportivo Tandil
PRIMERA A,9,Gimnasia y Esgrima,Juarense
PRIMERA A,9,Independiente,Juventud Unida
PRIMERA A,9,SARMIENTO (AYACUCHO),Velense
PRIMERA A,9,Santamarina,Ferrocarril Sud
PRIMERA A,9,UNICEN,DEFENSORES DE AYACUCHO
PRIMERA A,10,ATLETICO AYACUCHO,UNICEN
PRIMERA A,10,DEFENSORES DE AYACUCHO,Ferrocarril Sud
PRIMERA A,10,Gimnasia y Esgrima,Santamarina
PRIMERA A,10,Independiente,Velense
PRIMERA A,10,Juarense,Deportivo Tandil
PRIMERA A,10,SARMIENTO (AYACUCHO),Juventud Unida
PRIMERA A,11,ATLETICO AYACUCHO,SARMIENTO (AYACUCHO)
PRIMERA A,11,DEFENSORES DE AYACUCHO,Velense
PRIMERA A,11,Deportivo Tandil,Santamarina
PRIMERA A,11,Ferrocarril Sud,Juarense
PRIMERA A,11,Juventud Unida,Gimnasia y Esgrima
PRIMERA A,11,UNICEN,Independiente
PRIMERA A,12,Ferrocarril Sud,Deportivo Tandil
PRIMERA A,12,Gimnasia y Esgrima,Independiente
PRIMERA A,12,Juarense,SARMIENTO (AYACUCHO)
PRIMERA A,12,Juventud Unida,DEFENSORES DE AYACUCHO
PRIMERA A,12,Santamarina,ATLETICO AYACUCHO
PRIMERA A,12,UNICEN,Velense
PRIMERA A,13,ATLETICO AYACUCHO,Independiente
PRIMERA A,13,Ferrocarril Sud,Santamarina
PRIMERA A,13,Juarense,DEFENSORES DE AYACUCHO
PRIMERA A,13,Juventud Unida,Deportivo Tandil
PRIMERA A,13,UNICEN,Gimnasia y Esgrima
PRIMERA A,13,Velense,SARMIENTO (AYACUCHO)
PRIMERA A,14,ATLETICO AYACUCHO,Santamarina
PRIMERA A,14,DEFENSORES DE AYACUCHO,SARMIENTO (AYACUCHO)
PRIMERA A,14,Deportivo Tandil,Velense
PRIMERA A,14,Ferrocarril Sud,Juventud Unida
PRIMERA A,14,Independiente,Gimnasia y Esgrima
PRIMERA A,14,Juarense,UNICEN
PRIMERA A,15,ATLETICO AYACUCHO,DEFENSORES DE AYACUCHO
PRIMERA A,15,Ferrocarril Sud,SARMIENTO (AYACUCHO)
PRIMERA A,15,Gimnasia y Esgrima,Juventud Unida
PRIMERA A,15,Independiente,UNICEN
PRIMERA A,15,Juarense,Santamarina
PRIMERA A,15,Velense,Deportivo Tandil
PRIMERA A,16,DEFENSORES DE AYACUCHO,Deportivo Tandil
PRIMERA A,16,Gimnasia y Esgrima,SARMIENTO (AYACUCHO)
PRIMERA A,16,Juarense,Ferrocarril Sud
PRIMERA A,16,Juventud Unida,ATLETICO AYACUCHO
PRIMERA A,16,UNICEN,Santamarina
PRIMERA A,16,Velense,Independiente
PRIMERA A,17,Deportivo Tandil,Juarense
PRIMERA A,17,Ferrocarril Sud,DEFENSORES DE AYACUCHO
PRIMERA A,17,Juventud Unida,Velense
PRIMERA A,17,SARMIENTO (AYACUCHO),Gimnasia y Esgrima
PRIMERA A,17,Santamarina,Independiente
PRIMERA A,17,UNICEN,ATLETICO AYACUCHO
PRIMERA A,18,ATLETICO AYACUCHO,Juarense
PRIMERA A,18,DEFENSORES DE AYACUCHO,UNICEN
PRIMERA A,18,Gimnasia y Esgrima,Deportivo Tandil
PRIMERA A,18,Juventud Unida,Independiente
PRIMERA A,18,SARMIENTO (AYACUCHO),Santamarina
PRIMERA A,18,Velense,Ferrocarril Sud
PRIMERA A,19,DEFENSORES DE AYACUCHO,Santamarina
PRIMERA A,19,Deportivo Tandil,SARMIENTO (AYACUCHO)
PRIMERA A,19,Gimnasia y Esgrima,Ferrocarril Sud
PRIMERA A,19,Independiente,ATLETICO AYACUCHO
PRIMERA A,19,Juventud Unida,Juarense
PRIMERA A,19,Velense,UNICEN
PRIMERA A,20,DEFENSORES DE AYACUCHO,Independiente
PRIMERA A,20,Deportivo Tandil,ATLETICO AYACUCHO
PRIMERA A,20,Gimnasia y Esgrima,Velense
PRIMERA A,20,Juventud Unida,Ferrocarril Sud
PRIMERA A,20,SARMIENTO (AYACUCHO),UNICEN
PRIMERA A,20,Santamarina,Juarense
PRIMERA A,21,DEFENSORES DE AYACUCHO,ATLETICO AYACUCHO
PRIMERA A,21,Independiente,Deportivo Tandil
PRIMERA A,21,Juarense,Juventud Unida
PRIMERA A,21,SARMIENTO (AYACUCHO),Ferrocarril Sud
PRIMERA A,21,Santamarina,UNICEN
PRIMERA A,21,Velense,Gimnasia y Esgrima
PRIMERA A,22,ATLETICO AYACUCHO,Velense
PRIMERA A,22,Independiente,DEFENSORES DE AYACUCHO
PRIMERA A,22,Juarense,Gimnasia y Esgrima
PRIMERA A,22,Juventud Unida,SARMIENTO (AYACUCHO)
PRIMERA A,22,Santamarina,Deportivo Tandil
PRIMERA A,22,UNICEN,Ferrocarril Sud
PRIMERA B,1,ATENEO ESTRADA,Alumni
PRIMERA B,1,Argentino,Excursionistas
PRIMERA B,1,Grupo Universitario,Loma Negra
PRIMERA B,1,Oficina,BOTAFOGO F.C.
PRIMERA B,1,SAN LORENZO (RAUCH),San José
PRIMERA B,1,Unión y Progreso,Defensores del Cerro
PRIMERA B,2,ATENEO ESTRADA,Oficina
PRIMERA B,2,BOTAFOGO F.C.,DEPORTIVO RAUCH
PRIMERA B,2,Defensores del Cerro,Excursionistas
PRIMERA B,2,Loma Negra,Argentino
PRIMERA B,2,SAN LORENZO (RAUCH),Alumni
PRIMERA B,2,San José,Unión y Progreso
PRIMERA B,3,ATENEO ESTRADA,Unión y Progreso
PRIMERA B,3,Alumni,SAN LORENZO (RAUCH)
PRIMERA B,3,Defensores del Cerro,San José
PRIMERA B,3,Excursionistas,Grupo Universitario
PRIMERA B,3,Loma Negra,BOTAFOGO F.C.
PRIMERA B,3,Oficina,Argentino
PRIMERA B,4,Argentino,Alumni
PRIMERA B,4,DEPORTIVO RAUCH,ATENEO ESTRADA
PRIMERA B,4,Excursionistas,Defensores del Cerro
PRIMERA B,4,Grupo Universitario,SAN LORENZO (RAUCH)
PRIMERA B,4,Loma Negra,Unión y Progreso
PRIMERA B,4,San José,BOTAFOGO F.C.
PRIMERA B,5,ATENEO ESTRADA,BOTAFOGO F.C.
PRIMERA B,5,Defensores del Cerro,Argentino
PRIMERA B,5,Loma Negra,Excursionistas
PRIMERA B,5,Oficina,Grupo Universitario
PRIMERA B,5,San José,SAN LORENZO (RAUCH)
PRIMERA B,5,Unión y Progreso,DEPORTIVO RAUCH
PRIMERA B,6,Alumni,Loma Negra
PRIMERA B,6,BOTAFOGO F.C.,ATENEO ESTRADA
PRIMERA B,6,Defensores del Cerro,DEPORTIVO RAUCH
PRIMERA B,6,Excursionistas,SAN LORENZO (RAUCH)
PRIMERA B,6,Oficina,Unión y Progreso
PRIMERA B,6,San José,Grupo Universitario
PRIMERA B,7,Alumni,San José
PRIMERA B,7,Argentino,Grupo Universitario
PRIMERA B,7,DEPORTIVO RAUCH,Defensores del Cerro
PRIMERA B,7,Excursionistas,Loma Negra
PRIMERA B,7,SAN LORENZO (RAUCH),BOTAFOGO F.C.
PRIMERA B,7,Unión y Progreso,Oficina
PRIMERA B,8,ATENEO ESTRADA,San José
PRIMERA B,8,Alumni,Argentino
PRIMERA B,8,DEPORTIVO RAUCH,Unión y Progreso
PRIMERA B,8,Excursionistas,BOTAFOGO F.C.
PRIMERA B,8,Grupo Universitario,Oficina
PRIMERA B,8,SAN LORENZO (RAUCH),Defensores del Cerro
PRIMERA B,9,ATENEO ESTRADA,Defensores del Cerro
PRIMERA B,9,Alumni,Unión y Progreso
PRIMERA B,9,BOTAFOGO F.C.,Loma Negra
PRIMERA B,9,Grupo Universitario,Argentino
PRIMERA B,9,Oficina,SAN LORENZO (RAUCH)
PRIMERA B,9,San José,DEPORTIVO RAUCH
PRIMERA B,10,Argentino,ATENEO ESTRADA
PRIMERA B,10,DEPORTIVO RAUCH,Alumni
PRIMERA B,10,Defensores del Cerro,Loma Negra
PRIMERA B,10,Excursionistas,San José
PRIMERA B,10,Grupo Universitario,BOTAFOGO F.C.
PRIMERA B,10,Unión y Progreso,SAN LORENZO (RAUCH)
PRIMERA B,11,ATENEO ESTRADA,Argentino
PRIMERA B,11,Alumni,Oficina
PRIMERA B,11,DEPORTIVO RAUCH,Loma Negra
PRIMERA B,11,SAN LORENZO (RAUCH),Grupo Universitario
PRIMERA B,11,San José,Defensores del Cerro
PRIMERA B,11,Unión y Progreso,Excursionistas
PRIMERA B,12,Alumni,Grupo Universitario
PRIMERA B,12,Argentino,San José
PRIMERA B,12,Excursionistas,Oficina
PRIMERA B,12,Loma Negra,DEPORTIVO RAUCH
PRIMERA B,12,SAN LORENZO (RAUCH),ATENEO ESTRADA
PRIMERA B,12,Unión y Progreso,BOTAFOGO F.C.
PRIMERA B,13,BOTAFOGO F.C.,Defensores del Cerro
PRIMERA B,13,DEPORTIVO RAUCH,SAN LORENZO (RAUCH)
PRIMERA B,13,Excursionistas,Alumni
PRIMERA B,13,Grupo Universitario,Unión y Progreso
PRIMERA B,13,Loma Negra,Oficina
PRIMERA B,13,San José,Argentino
PRIMERA B,14,ATENEO ESTRADA,Excursionistas
PRIMERA B,14,BOTAFOGO F.C.,Alumni
PRIMERA B,14,Defensores del Cerro,Oficina
PRIMERA B,14,Loma Negra,Grupo Universitario
PRIMERA B,14,SAN LORENZO (RAUCH),DEPORTIVO RAUCH
PRIMERA B,14,Unión y Progreso,San José
PRIMERA B,15,Argentino,SAN LORENZO (RAUCH)
PRIMERA B,15,Defensores del Cerro,BOTAFOGO F.C.
PRIMERA B,15,Loma Negra,Alumni
PRIMERA B,15,Oficina,DEPORTIVO RAUCH
PRIMERA B,15,San José,ATENEO ESTRADA
PRIMERA B,15,Unión y Progreso,Grupo Universitario
PRIMERA B,16,ATENEO ESTRADA,Grupo Universitario
PRIMERA B,16,BOTAFOGO F.C.,Argentino
PRIMERA B,16,Defensores del Cerro,Alumni
PRIMERA B,16,Excursionistas,DEPORTIVO RAUCH
PRIMERA B,16,SAN LORENZO (RAUCH),Oficina
PRIMERA B,16,San José,Loma Negra
PRIMERA B,17,Alumni,DEPORTIVO RAUCH
PRIMERA B,17,BOTAFOGO F.C.,SAN LORENZO (RAUCH)
PRIMERA B,17,Loma Negra,ATENEO ESTRADA
PRIMERA B,17,Oficina,Defensores del Cerro
PRIMERA B,17,San José,Excursionistas
PRIMERA B,17,Unión y Progreso,Argentino
PRIMERA B,18,BOTAFOGO F.C.,Grupo Universitario
PRIMERA B,18,DEPORTIVO RAUCH,Argentino
PRIMERA B,18,Defensores del Cerro,ATENEO ESTRADA
PRIMERA B,18,Oficina,Alumni
PRIMERA B,18,SAN LORENZO (RAUCH),Excursionistas
PRIMERA B,18,Unión y Progreso,Loma Negra
PRIMERA B,19,Argentino,DEPORTIVO RAUCH
PRIMERA B,19,BOTAFOGO F.C.,Oficina
PRIMERA B,19,Defensores del Cerro,Grupo Universitario
PRIMERA B,19,Excursionistas,ATENEO ESTRADA
PRIMERA B,19,SAN LORENZO (RAUCH),Loma Negra
PRIMERA B,19,Unión y Progreso,Alumni
PRIMERA B,20,ATENEO ESTRADA,SAN LORENZO (RAUCH)
PRIMERA B,20,Alumni,Defensores del Cerro
PRIMERA B,20,Argentino,Oficina
PRIMERA B,20,DEPORTIVO RAUCH,Grupo Universitario
PRIMERA B,20,Excursionistas,Unión y Progreso
PRIMERA B,20,Loma Negra,San José
PRIMERA B,21,Alumni,Excursionistas
PRIMERA B,21,Argentino,Loma Negra
PRIMERA B,21,BOTAFOGO F.C.,San José
PRIMERA B,21,Grupo Universitario,DEPORTIVO RAUCH
PRIMERA B,21,Oficina,ATENEO ESTRADA
PRIMERA B,21,SAN LORENZO (RAUCH),Unión y Progreso
PRIMERA B,22,ATENEO ESTRADA,Loma Negra
PRIMERA B,22,Alumni,BOTAFOGO F.C.
PRIMERA B,22,DEPORTIVO RAUCH,San José
PRIMERA B,22,Grupo Universitario,Defensores del Cerro
PRIMERA B,22,Oficina,Excursionistas
PRIMERA B,22,SAN LORENZO (RAUCH),Argentino
PRIMERA B,23,ATENEO ESTRADA,DEPORTIVO RAUCH
PRIMERA B,23,Argentino,Defensores del Cerro
PRIMERA B,23,BOTAFOGO F.C.,Unión y Progreso
PRIMERA B,23,Grupo Universitario,Excursionistas
PRIMERA B,23,Oficina,Loma Negra
PRIMERA B,23,San José,Alumni
PRIMERA B,24,Argentino,BOTAFOGO F.C.
PRIMERA B,24,DEPORTIVO RAUCH,Excursionistas
PRIMERA B,24,Grupo Universitario,Alumni
PRIMERA B,24,Loma Negra,Defensores del Cerro
PRIMERA B,24,San José,Oficina
PRIMERA B,24,Unión y Progreso,ATENEO ESTRADA
PRIMERA B,25,DEPORTIVO RAUCH,BOTAFOGO F.C.
PRIMERA B,25,Defensores del Cerro,Unión y Progreso
PRIMERA B,25,Excursionistas,Argentino
PRIMERA B,25,Grupo Universitario,ATENEO ESTRADA
PRIMERA B,25,Loma Negra,SAN LORENZO (RAUCH)
PRIMERA B,25,Oficina,San José
PRIMERA B,26,Alumni,ATENEO ESTRADA
PRIMERA B,26,Argentino,Unión y Progreso
PRIMERA B,26,BOTAFOGO F.C.,Excursionistas
PRIMERA B,26,DEPORTIVO RAUCH,Oficina
PRIMERA B,26,Defensores del Cerro,SAN LORENZO (RAUCH)
PRIMERA B,26,Grupo Universitario,San José
INF A 10ª,1,Ferrocarril Sud,Gimnasia y Esgrima
INF A 9ª,1,Ferrocarril Sud,Gimnasia y Esgrima
INF A 8ª,1,Ferrocarril Sud,Gimnasia y Esgrima
INF A 5ª,1,Ferrocarril Sud,Gimnasia y Esgrima
INF A 7ª,1,Ferrocarril Sud,Gimnasia y Esgrima
INF A 6ª,1,Ferrocarril Sud,Gimnasia y Esgrima
INF A 11ª,1,Ferrocarril Sud,Gimnasia y Esgrima
INF A 10ª,1,Juarense,Independiente
INF A 9ª,1,Juarense,Independiente
INF A 8ª,1,Juarense,Independiente
INF A 5ª,1,Juarense,Independiente
INF A 7ª,1,Juarense,Independiente
INF A 6ª,1,Juarense,Independiente
INF A 11ª,1,Juarense,Independiente
INF A 10ª,1,Loma Negra Inferiores,Argentino Inferiores
INF A 5ª,1,Loma Negra Inferiores,Argentino Inferiores
INF A 6ª,1,Loma Negra Inferiores,Argentino Inferiores
INF A 10ª,1,UNICEN,San José Inferiores
INF A 9ª,1,UNICEN,San José Inferiores
INF A 8ª,1,UNICEN,San José Inferiores
INF A 5ª,1,UNICEN,San José Inferiores
INF A 7ª,1,UNICEN,San José Inferiores
INF A 6ª,1,UNICEN,San José Inferiores
INF A 11ª,1,UNICEN,San José Inferiores
INF A 10ª,2,Argentino Inferiores,Ferrocarril Sud
INF A 9ª,2,Argentino Inferiores,Ferrocarril Sud
INF A 8ª,2,Argentino Inferiores,Ferrocarril Sud
INF A 5ª,2,Argentino Inferiores,Ferrocarril Sud
INF A 6ª,2,Argentino Inferiores,Ferrocarril Sud
INF A 11ª,2,Argentino Inferiores,Ferrocarril Sud
INF A 10ª,2,Gimnasia y Esgrima,Santamarina
INF A 9ª,2,Gimnasia y Esgrima,Santamarina
INF A 8ª,2,Gimnasia y Esgrima,Santamarina
INF A 5ª,2,Gimnasia y Esgrima,Santamarina
INF A 7ª,2,Gimnasia y Esgrima,Santamarina
INF A 6ª,2,Gimnasia y Esgrima,Santamarina
INF A 11ª,2,Gimnasia y Esgrima,Santamarina
INF A 10ª,2,Independiente,Juventud Unida Infantiles
INF A 9ª,2,Independiente,Juventud Unida Infantiles
INF A 11ª,2,Independiente,Juventud Unida Infantiles
INF A 8ª,2,Juventud Unida,Juarense
INF A 5ª,2,Juventud Unida,Juarense
INF A 7ª,2,Juventud Unida,Juarense
INF A 10ª,2,San José Inferiores,Loma Negra Inferiores
INF A 5ª,2,San José Inferiores,Loma Negra Inferiores
INF A 7ª,2,San José Inferiores,Loma Negra Inferiores
INF A 6ª,2,San José Inferiores,Loma Negra Inferiores
INF A 10ª,3,Argentino Inferiores,Loma Negra Inferiores
INF A 5ª,3,Argentino Inferiores,Loma Negra Inferiores
INF A 6ª,3,Argentino Inferiores,Loma Negra Inferiores
INF A 8ª,3,Ferrocarril Sud,Juventud Unida
INF A 5ª,3,Ferrocarril Sud,Juventud Unida
INF A 7ª,3,Ferrocarril Sud,Juventud Unida
INF A 10ª,3,Independiente,Gimnasia y Esgrima
INF A 9ª,3,Independiente,Gimnasia y Esgrima
INF A 8ª,3,Independiente,Gimnasia y Esgrima
INF A 5ª,3,Independiente,Gimnasia y Esgrima
INF A 7ª,3,Independiente,Gimnasia y Esgrima
INF A 6ª,3,Independiente,Gimnasia y Esgrima
INF A 11ª,3,Independiente,Gimnasia y Esgrima
INF A 10ª,3,Juventud Unida Infantiles,Santamarina
INF A 9ª,3,Juventud Unida Infantiles,Santamarina
INF A 11ª,3,Juventud Unida Infantiles,Santamarina
INF A 10ª,3,UNICEN,Juarense
INF A 9ª,3,UNICEN,Juarense
INF A 8ª,3,UNICEN,Juarense
INF A 5ª,3,UNICEN,Juarense
INF A 7ª,3,UNICEN,Juarense
INF A 6ª,3,UNICEN,Juarense
INF A 11ª,3,UNICEN,Juarense
INF A 10ª,4,Ferrocarril Sud,Juarense
INF A 9ª,4,Ferrocarril Sud,Juarense
INF A 8ª,4,Ferrocarril Sud,Juarense
INF A 5ª,4,Ferrocarril Sud,Juarense
INF A 7ª,4,Ferrocarril Sud,Juarense
INF A 6ª,4,Ferrocarril Sud,Juarense
INF A 11ª,4,Ferrocarril Sud,Juarense
INF A 10ª,4,Gimnasia y Esgrima,Independiente
INF A 9ª,4,Gimnasia y Esgrima,Independiente
INF A 8ª,4,Gimnasia y Esgrima,Independiente
INF A 5ª,4,Gimnasia y Esgrima,Independiente
INF A 7ª,4,Gimnasia y Esgrima,Independiente
INF A 6ª,4,Gimnasia y Esgrima,Independiente
INF A 11ª,4,Gimnasia y Esgrima,Independiente
INF A 8ª,4,Juventud Unida,Argentino Inferiores
INF A 5ª,4,Juventud Unida,Argentino Inferiores
INF A 10ª,4,Juventud Unida Infantiles,Loma Negra Inferiores
INF A 10ª,4,Santamarina,UNICEN
INF A 9ª,4,Santamarina,UNICEN
INF A 8ª,4,Santamarina,UNICEN
INF A 5ª,4,Santamarina,UNICEN
INF A 7ª,4,Santamarina,UNICEN
INF A 6ª,4,Santamarina,UNICEN
INF A 11ª,4,Santamarina,UNICEN
INF A 10ª,5,Juarense,Argentino Inferiores
INF A 9ª,5,Juarense,Argentino Inferiores
INF A 8ª,5,Juarense,Argentino Inferiores
INF A 5ª,5,Juarense,Argentino Inferiores
INF A 6ª,5,Juarense,Argentino Inferiores
INF A 11ª,5,Juarense,Argentino Inferiores
INF A 8ª,5,Juventud Unida,UNICEN
INF A 5ª,5,Juventud Unida,UNICEN
INF A 7ª,5,Juventud Unida,UNICEN
INF A 10ª,5,Juventud Unida Infantiles,Ferrocarril Sud
INF A 9ª,5,Juventud Unida Infantiles,Ferrocarril Sud
INF A 11ª,5,Juventud Unida Infantiles,Ferrocarril Sud
INF A 10ª,5,Loma Negra Inferiores,Gimnasia y Esgrima
INF A 5ª,5,Loma Negra Inferiores,Gimnasia y Esgrima
INF A 7ª,5,Loma Negra Inferiores,Gimnasia y Esgrima
INF A 6ª,5,Loma Negra Inferiores,Gimnasia y Esgrima
INF A 10ª,5,San José Inferiores,Santamarina
INF A 9ª,5,San José Inferiores,Santamarina
INF A 8ª,5,San José Inferiores,Santamarina
INF A 5ª,5,San José Inferiores,Santamarina
INF A 7ª,5,San José Inferiores,Santamarina
INF A 6ª,5,San José Inferiores,Santamarina
INF A 11ª,5,San José Inferiores,Santamarina
INF A 10ª,6,Argentino Inferiores,Independiente
INF A 9ª,6,Argentino Inferiores,Independiente
INF A 8ª,6,Argentino Inferiores,Independiente
INF A 5ª,6,Argentino Inferiores,Independiente
INF A 6ª,6,Argentino Inferiores,Independiente
INF A 11ª,6,Argentino Inferiores,Independiente
INF A 10ª,6,Ferrocarril Sud,San José Inferiores
INF A 9ª,6,Ferrocarril Sud,San José Inferiores
INF A 8ª,6,Ferrocarril Sud,San José Inferiores
INF A 5ª,6,Ferrocarril Sud,San José Inferiores
INF A 7ª,6,Ferrocarril Sud,San José Inferiores
INF A 6ª,6,Ferrocarril Sud,San José Inferiores
INF A 11ª,6,Ferrocarril Sud,San José Inferiores
INF A 8ª,6,Juarense,Juventud Unida
INF A 5ª,6,Juarense,Juventud Unida
INF A 7ª,6,Juarense,Juventud Unida
INF A 10ª,6,Juventud Unida Infantiles,UNICEN
INF A 9ª,6,Juventud Unida Infantiles,UNICEN
INF A 11ª,6,Juventud Unida Infantiles,UNICEN
INF A 10ª,6,Santamarina,Gimnasia y Esgrima
INF A 9ª,6,Santamarina,Gimnasia y Esgrima
INF A 8ª,6,Santamarina,Gimnasia y Esgrima
INF A 5ª,6,Santamarina,Gimnasia y Esgrima
INF A 7ª,6,Santamarina,Gimnasia y Esgrima
INF A 6ª,6,Santamarina,Gimnasia y Esgrima
INF A 11ª,6,Santamarina,Gimnasia y Esgrima
INF A 10ª,7,Argentino Inferiores,Juarense
INF A 9ª,7,Argentino Inferiores,Juarense
INF A 8ª,7,Argentino Inferiores,Juarense
INF A 5ª,7,Argentino Inferiores,Juarense
INF A 6ª,7,Argentino Inferiores,Juarense
INF A 11ª,7,Argentino Inferiores,Juarense
INF A 10ª,7,Gimnasia y Esgrima,Ferrocarril Sud
INF A 9ª,7,Gimnasia y Esgrima,Ferrocarril Sud
INF A 8ª,7,Gimnasia y Esgrima,Ferrocarril Sud
INF A 5ª,7,Gimnasia y Esgrima,Ferrocarril Sud
INF A 7ª,7,Gimnasia y Esgrima,Ferrocarril Sud
INF A 6ª,7,Gimnasia y Esgrima,Ferrocarril Sud
INF A 11ª,7,Gimnasia y Esgrima,Ferrocarril Sud
INF A 10ª,7,Independiente,Santamarina
INF A 9ª,7,Independiente,Santamarina
INF A 8ª,7,Independiente,Santamarina
INF A 5ª,7,Independiente,Santamarina
INF A 7ª,7,Independiente,Santamarina
INF A 6ª,7,Independiente,Santamarina
INF A 11ª,7,Independiente,Santamarina
INF A 10ª,7,Juventud Unida Infantiles,San José Inferiores
INF A 9ª,7,Juventud Unida Infantiles,San José Inferiores
INF A 11ª,7,Juventud Unida Infantiles,San José Inferiores
INF A 10ª,7,Loma Negra Inferiores,UNICEN
INF A 5ª,7,Loma Negra Inferiores,UNICEN
INF A 7ª,7,Loma Negra Inferiores,UNICEN
INF A 6ª,7,Loma Negra Inferiores,UNICEN
INF A 10ª,8,Ferrocarril Sud,Loma Negra Inferiores
